age,mx_m,qx_m,lx_m,dx_m,ex_m,mx_f,qx_f,lx_f,dx_f,ex_f,year_start,year_end,k1t_m,k2t_m,ax_m,b1x_m,b2x_m,k1t_f,k2t_f,ax_f,b1x_f,b2x_f,log_mx_m,log_M1x_m,log_M2x_m,log_mx_f,log_M1x_f,log_M2x_f,E1x_m,E2x_m,E1x_f,E2x_f
55,0.01157,0.011504,88835.9,1021.9,20.0,0.006447,0.006426,92863.7,596.8,24.88,1980,1982,-3.195892923755025,-0.6754152554018575,-4.884215493005489,-0.11104571832819901,-0.0970819320402771,-2.6206761961593656,-0.4627447296627249,-5.3704195232495096,-0.113872689496024,-0.0636470377997381,-4.459339737776552,-4.5293252675871045,-4.463754649663215,-5.044140372653654,-5.071996076494633,-5.04254374519416,-0.06998552981055273,-0.004414911886662765,-0.027855703840979018,0.001596627459494293
56,0.012618,0.012539,87814.0,1101.1,19.23,0.00702,0.006996,92266.9,645.5,24.04,1980,1982,-3.195892923755025,-0.6754152554018575,-4.77825303688903,-0.11714344487599325,-0.08901687628964526,-2.6206761961593656,-0.4627447296627249,-5.275841718842147,-0.11518365587057712,-0.10669198294344043,-4.372630913033519,-4.403875130345556,-4.343751774111309,-4.958992060944417,-4.973982653715514,-4.924611500911172,-0.03124421731203686,0.028879138922209613,-0.014990592771097155,0.03438056003324519
57,0.014159,0.014059,86712.9,1219.1,18.47,0.007914,0.007883,91621.4,722.2,23.2,1980,1982,-3.195892923755025,-0.6754152554018575,-4.669792075665098,-0.12450187334296801,-0.05844818370974886,-2.6206761961593656,-0.4627447296627249,-5.174181223049144,-0.11868362756111352,-0.0415938239736987,-4.257404814679303,-4.271897419654063,-4.232420624725968,-4.839121936018905,-4.863149865425891,-4.843902542595543,-0.014492604974759793,0.024984189953334734,-0.02402792940698628,-0.004780606576638036
58,0.015658,0.015536,85493.8,1328.2,17.72,0.008361,0.008326,90899.2,756.9,22.39,1980,1982,-3.195892923755025,-0.6754152554018575,-4.573741818447654,-0.12804231512995562,-0.07407632383030509,-2.6206761961593656,-0.4627447296627249,-5.089003684126101,-0.12658984731249803,-0.05679089645287278,-4.156773310496415,-4.164532289582618,-4.114500010403542,-4.784177241814216,-4.757252684598789,-4.7309729965724,-0.007758979086203155,0.042273300092873,0.026924557215427747,0.05320424524181622
59,0.017498,0.017347,84165.5,1460.0,17.0,0.00929,0.009247,90142.3,833.5,21.57,1980,1982,-3.195892923755025,-0.6754152554018575,-4.4719163607416,-0.13360157401476797,-0.0594245041663108,-2.6206761961593656,-0.4627447296627249,-4.978628699013323,-0.12566184215232082,-0.05199833352847256,-4.045668690298064,-4.04494003574527,-4.004803819086653,-4.6788167261563895,-4.649309700519201,-4.6252477457276555,0.000728654552793806,0.04086487121141147,0.02950702563718899,0.05356898042873404
60,0.019001,0.018822,82705.6,1556.7,16.29,0.010209,0.010157,89308.8,907.1,20.77,1980,1982,-3.195892923755025,-0.6754152554018575,-4.35793452970522,-0.13220772503899345,-0.040875737913010184,-2.6206761961593656,-0.4627447296627249,-4.8748821909908635,-0.13039377223368695,-0.01903772637742271,-3.963263669621742,-3.935412796787351,-3.907804699825096,-4.584485594795259,-4.533162335970614,-4.5243527284247005,0.027850872834390916,0.055458969796645885,0.05132325882464528,0.0601328663705587
61,0.020442,0.020235,81148.8,1642.0,15.59,0.011,0.01094,88401.7,967.1,19.97,1980,1982,-3.195892923755025,-0.6754152554018575,-4.258323182216679,-0.13483536076036592,-0.026866263799264458,-2.6206761961593656,-0.4627447296627249,-4.779475826364125,-0.126289321611661,-0.012395349225763908,-3.8901636710752525,-3.8274038068906693,-3.8092579224649956,-4.509860006183766,-4.448512407387331,-4.44277652486078,0.06275986418458324,0.0809057486102569,0.06134759879643514,0.06708348132298614
62,0.022841,0.022583,79506.8,1795.5,14.9,0.012106,0.012034,87434.6,1052.1,19.19,1980,1982,-3.195892923755025,-0.6754152554018575,-4.154878621092748,-0.1346585350481046,-0.013872868647558061,-2.6206761961593656,-0.4627447296627249,-4.689871449831292,-0.13321135738277534,0.013064730039426944,-3.77919811231564,-3.7245243618092925,-3.715154414688546,-4.414054081512641,-4.340767616480175,-4.346813251450386,0.054673750506347485,0.06404369762709416,0.07328646503246627,0.06724083006225534
63,0.025517,0.025196,77711.3,1958.0,14.24,0.013384,0.013295,86382.4,1148.5,18.42,1980,1982,-3.195892923755025,-0.6754152554018575,-4.054145496024396,-0.13657282091863854,-0.015680935881966368,-2.6206761961593656,-0.4627447296627249,-4.594576083276319,-0.13046937468465136,-0.015432873353928084,-3.668410382274596,-3.6176733840732567,-3.607082240759598,-4.313695315297614,-4.252658098712456,-4.245516617904374,0.05073699820133948,0.06132814151499799,0.061037216585157594,0.06817869739323967
64,0.028146,0.027755,75753.3,2102.5,13.59,0.014664,0.014558,85233.9,1240.8,17.66,1980,1982,-3.195892923755025,-0.6754152554018575,-3.9485504453265063,-0.13736446436865765,-0.0062527958605994765,-2.6206761961593656,-0.4627447296627249,-4.49228361859087,-0.12800050982925829,0.026362336193549017,-3.570350030407761,-3.509548325675314,-3.5053250919621513,-4.222359768444734,-4.15683572938507,-4.169034761520232,0.06080170473244717,0.06502493844560986,0.06552403905966386,0.05332500692450193
65,0.030593,0.030132,73650.8,2219.2,12.96,0.015683,0.015561,83993.1,1307.0,16.91,1980,1982,-3.195892923755025,-0.6754152554018575,-3.848881503979518,-0.1387074053299573,0.01856190767144501,-2.6206761961593656,-0.4627447296627249,-4.395412516206216,-0.12876219247197385,0.07329108717624287,-3.486984054362878,-3.4055874888130875,-3.418124484423742,-4.155177955829849,-4.057968503429623,-4.0918835677516805,0.08139656554979036,0.06885956993913567,0.09720945240022605,0.06329438807816867
66,0.033079,0.032541,71431.5,2324.4,12.35,0.017233,0.017086,82686.1,1412.8,16.17,1980,1982,-3.195892923755025,-0.6754152554018575,-3.7545788708606933,-0.13550920652847429,0.02542173951920198,-2.6206761961593656,-0.4627447296627249,-4.300857622888303,-0.12447515462048703,0.08221195766212558,-3.408856639029645,-3.3215059566126843,-3.3386761873028057,-4.060929128682697,-3.9746485481611367,-4.012691698284541,0.08735068241696053,0.07018045172683918,0.08628058052156051,0.04823743039815653
67,0.036507,0.035853,69107.1,2477.7,11.75,0.01909,0.018909,81273.3,1536.8,15.44,1980,1982,-3.195892923755025,-0.6754152554018575,-3.650580640695826,-0.13681206801193116,0.05368145607202111,-2.6206761961593656,-0.4627447296627249,-4.202403501902102,-0.12543157563945345,0.0966400853767005,-3.3102512559593644,-3.213343920652204,-3.2496011950154315,-3.9585906412444807,-3.8736879573770238,-3.9184076475592478,0.09690733530716056,0.06065006094393288,0.08490268386745692,0.040182993685232926
68,0.040213,0.039421,66629.4,2626.6,11.17,0.020633,0.020422,79736.5,1628.4,14.73,1980,1982,-3.195892923755025,-0.6754152554018575,-3.554801684422628,-0.13380485746730458,0.036463011105254337,-2.6206761961593656,-0.4627447296627249,-4.106794903517439,-0.1199782737932944,0.11635638261305417,-3.2135649525496244,-3.1271756872788194,-3.1518033612371954,-3.880863543179044,-3.792370697331062,-3.846214000147872,0.08638926527080493,0.061761591312428976,0.08849284584798234,0.03464954303117196
69,0.044265,0.043307,64002.8,2771.8,10.61,0.022671,0.022417,78108.1,1750.9,14.03,1980,1982,-3.195892923755025,-0.6754152554018575,-3.4563096106148112,-0.1325990479249355,0.05729220998967573,-2.6206761961593656,-0.4627447296627249,-4.005217460642368,-0.11969559088301707,0.12593030647804135,-3.117560981919125,-3.0325372516548565,-3.0712332842975703,-3.7866687042754443,-3.691534074830015,-3.7498076604575403,0.08502373026426824,0.04632769762155453,0.09513462944542939,0.036861043817904005
70,0.048625,0.047471,61231.1,2906.7,10.06,0.02548,0.025159,76357.2,1921.1,13.34,1980,1982,-3.195892923755025,-0.6754152554018575,-3.3608897809807887,-0.1340979410397251,0.0696694125875111,-2.6206761961593656,-0.4627447296627249,-3.9001780544562425,-0.1188548555867635,0.12736071864818835,-3.0236174770435267,-2.932327120121813,-2.979382904218304,-3.6698614482781746,-3.5886979636220526,-3.647633464942559,0.09129035692171383,0.044234572825222696,0.081163484656122,0.022227983335615598
71,0.053288,0.051905,58324.4,3027.3,9.54,0.027751,0.027372,74436.1,2037.4,12.67,1980,1982,-3.195892923755025,-0.6754152554018575,-3.2601401657456677,-0.12924764231399274,0.0847137663394523,-2.6206761961593656,-0.4627447296627249,-3.8054228537608044,-0.11396755621561468,0.16321212487991826,-2.9320441138712585,-2.8470785402623577,-2.9042955103905723,-3.5844834034029396,-3.5067507920520886,-3.5822763426573254,0.08496557360890078,0.027748603480686196,0.07773261135085097,0.0022070607456141644
72,0.059631,0.057904,55297.1,3201.9,9.03,0.031087,0.030611,72398.7,2216.2,12.01,1980,1982,-3.195892923755025,-0.6754152554018575,-3.1582869480088704,-0.12917550417681253,0.07785429470490712,-2.6206761961593656,-0.4627447296627249,-3.69283847312084,-0.11382504533670988,0.16046870544208688,-2.819579705905565,-2.7454558682877077,-2.798039846629954,-3.4709655536168587,-3.394539886280164,-3.46879593399929,0.07412383761785746,0.021539859275611306,0.07642566733669476,0.0021696196175686744
73,0.065375,0.063306,52095.1,3297.9,8.56,0.034504,0.033919,70182.5,2380.5,11.38,1980,1982,-3.195892923755025,-0.6754152554018575,-3.062468903505389,-0.1277489312722218,0.08706708085806715,-2.6206761961593656,-0.4627447296627249,-3.5881278445021545,-0.11034208730999877,0.16088126187844518,-2.7276153565970502,-2.6541969980352285,-2.713003432690074,-3.366680019636595,-3.2989569628543025,-3.3734039188900415,0.07341835856182177,0.014611923906976187,0.06772305678229262,-0.006723899253446408
74,0.071355,0.068897,48797.2,3362.0,8.1,0.038492,0.037765,67802.0,2560.6,10.76,1980,1982,-3.195892923755025,-0.6754152554018575,-2.9609420472811774,-0.12470712648450719,0.0920264259208953,-2.6206761961593656,-0.4627447296627249,-3.4839242293175423,-0.10578418493725274,0.13920277009723656,-2.6400878604297824,-2.562391424207518,-2.6245474761745995,-3.2573048514879828,-3.206698133922364,-3.271113482139312,0.07769643622226452,0.015540384255182893,0.05060671756561863,-0.013808630651329423
75,0.077954,0.075029,45435.2,3409.0,7.67,0.042842,0.041943,65241.4,2736.5,10.16,1980,1982,-3.195892923755025,-0.6754152554018575,-2.8687869349655406,-0.12065153381420332,0.08139994736007578,-2.6206761961593656,-0.4627447296627249,-3.380546320093034,-0.10449349838072318,0.1311278740301057,-2.5516363698494406,-2.483197551808538,-2.5381763180444414,-3.1502363491515126,-3.106702696233256,-3.167381428852565,0.06843881804090257,0.013460051804999207,0.04353365291825684,-0.01714507970105217
76,0.084942,0.081481,42026.2,3424.3,7.25,0.04743,0.046332,62505.0,2896.0,9.58,1980,1982,-3.195892923755025,-0.6754152554018575,-2.76893578455591,-0.11693223407123204,0.0717968429226935,-2.6206761961593656,-0.4627447296627249,-3.273705535388496,-0.09931607776217088,0.12124563990576025,-2.465786608341722,-2.3952328851287934,-2.4437255681284715,-3.0485003390926466,-3.013430254501262,-3.069536035362237,0.07055372321292852,0.022061040213250394,0.03507008459138472,-0.021035696269590343
77,0.09283,0.088712,38601.9,3424.5,6.85,0.052817,0.051458,59609.0,3067.4,9.02,1980,1982,-3.195892923755025,-0.6754152554018575,-2.674270636444031,-0.11288458558943196,0.0697261900941748,-2.6206761961593656,-0.4627447296627249,-3.170468472111881,-0.096231242460379,0.11241560502755572,-2.376985415570296,-2.3135035881577473,-2.360597720648403,-2.9409221703940713,-2.9182775456691257,-2.9702972744274736,0.0634818274125486,0.016387694921892848,0.02264462472494566,-0.029375104033402266
78,0.101992,0.097043,35177.4,3413.7,6.46,0.058718,0.057043,56541.6,3225.3,8.49,1980,1982,-3.195892923755025,-0.6754152554018575,-2.5792470190319774,-0.11014240071415098,0.07084957801983541,-2.6206761961593656,-0.4627447296627249,-3.0621018701742293,-0.09249393683823251,0.09939837364672868,-2.282860900146316,-2.227243699984232,-2.275096585817613,-2.835008955201434,-2.8197052116132055,-2.8657012851552754,0.055617200162084046,0.007764314328702948,0.015303743588228613,-0.030692329953841302
79,0.111791,0.105874,31763.7,3362.9,6.11,0.0652,0.063142,53316.3,3366.5,7.97,1980,1982,-3.195892923755025,-0.6754152554018575,-2.480071446549155,-0.10531954031672851,0.06395333756747715,-2.6206761961593656,-0.4627447296627249,-2.951180953868906,-0.0908919307950175,0.06626136926435258,-2.1911242223959637,-2.1434814729177902,-2.186676532744729,-2.73029581004953,-2.712982634411439,-2.743644733818754,0.047642749478173485,0.004447689651234654,0.017313175638090872,-0.01334892376922392
80,0.121476,0.11452,28400.8,3252.5,5.77,0.073775,0.07115,49949.8,3553.9,7.47,1980,1982,-3.195892923755025,-0.6754152554018575,-2.384018382521401,-0.10150530361389004,0.04717536747023322,-2.6206761961593656,-0.4627447296627249,-2.835672585041638,-0.08926681014135424,0.06160346600722129,-2.108038566577522,-2.0596183009781646,-2.091481263846749,-2.606735358153134,-2.6017331805971136,-2.6302398598209122,0.048420265599357304,0.01655730273077305,0.005002177556020282,-0.0235045016677784
81,0.131182,0.123107,25148.3,3095.9,5.45,0.081145,0.077982,46395.9,3618.0,7.01,1980,1982,-3.195892923755025,-0.6754152554018575,-2.2939513637047164,-0.09484331060407067,0.04153344814943544,-2.6206761961593656,-0.4627447296627249,-2.727734010757706,-0.08516605249335966,0.056648618449478015,-2.0311696070062113,-1.990842298479667,-2.018894622969238,-2.5115176012142917,-2.5045413642674994,-2.53075521389767,0.040327308526544314,0.012274984036973358,0.00697623694679228,-0.019237612683378202
82,0.143953,0.134288,22052.4,2961.4,5.15,0.091856,0.087822,42777.9,3756.9,6.56,1980,1982,-3.195892923755025,-0.6754152554018575,-2.1963141809504974,-0.09132641485454064,0.04258033401439624,-2.6206761961593656,-0.4627447296627249,-2.6125651659228737,-0.08464907405028782,0.05817012299432643,-1.9382684215714716,-1.9044447379649552,-1.933204145138385,-2.3875331455568563,-2.390727352532353,-2.41764527037181,0.03382368360651644,0.005064276433086601,-0.0031942069754968827,-0.030112124814953845
83,0.1562,0.144885,19091.0,2766.0,4.87,0.102491,0.097495,39021.0,3804.4,6.14,1980,1982,-3.195892923755025,-0.6754152554018575,-2.102062733056354,-0.08771642576810014,0.050700989091353815,-2.6206761961593656,-0.4627447296627249,-2.5017439940778177,-0.08126023290678573,0.03966353688372441,-1.8566180415765514,-1.8217304286469997,-1.8559746501432632,-2.277980289136797,-2.288787236004638,-2.3071413286573645,0.03488761292955167,0.0006433914332881763,-0.010806946867841116,-0.029161039520567478
84,0.16771,0.154735,16325.0,2526.0,4.61,0.114307,0.108127,35216.7,3807.9,5.75,1980,1982,-3.195892923755025,-0.6754152554018575,-2.0087422229640164,-0.08201116500679718,0.044254155874658835,-2.6206761961593656,-0.4627447296627249,-2.39143160568086,-0.07894155747760101,0.03623507143449938,-1.7855189816386006,-1.7466433210498875,-1.776533253042564,-2.168867467711901,-2.1845513451115646,-2.2013189334468315,0.03887566058871306,0.008985728596036635,-0.015683877399663704,-0.03245146573493063
85,0.179201,0.164465,13799.0,2269.4,4.36,0.126267,0.118769,31408.8,3730.4,5.39,1980,1982,-3.195892923755025,-0.6754152554018575,-1.9173882062852468,-0.0762382626825218,0.050535802111714656,-2.6206761961593656,-0.4627447296627249,-2.2813058158431674,-0.07539387700681452,0.034415576556344064,-1.7192471980997341,-1.6737388820587986,-1.70787153374902,-2.0693565664262854,-2.0837228770352416,-2.099648503704994,0.045508316040935526,0.011375664350714132,-0.014366310608956212,-0.03029193727870849
86,0.198363,0.180464,11529.5,2080.7,4.12,0.142533,0.133051,27678.4,3682.6,5.05,1980,1982,-3.195892923755025,-0.6754152554018575,-1.8249431614734375,-0.07182076374070799,0.03874998530387597,-2.6206761961593656,-0.4627447296627249,-2.1686407065518862,-0.07503185957708078,0.03242506804427875,-1.6176565934586318,-1.5954116908558273,-1.6215840220766629,-1.9481817271363289,-1.9720064982046586,-1.9870110275511037,0.02224490260280443,-0.003927428618031081,-0.023824771068329698,-0.03882930041477484
87,0.214529,0.193747,9448.8,1830.7,3.91,0.154003,0.142992,23995.8,3431.2,4.74,1980,1982,-3.195892923755025,-0.6754152554018575,-1.7408809768548268,-0.06464358865657799,0.04458074841983531,-2.6206761961593656,-0.4627447296627249,-2.0619184109994237,-0.06927895205568127,0.030823300584647675,-1.5393103516173114,-1.5342869893011386,-1.5643975068811276,-1.8707831962387702,-1.880360710452234,-1.8946240303485897,0.005023362316172841,-0.025087155263816108,-0.009577514213463756,-0.02384083410981952
88,0.233218,0.208863,7618.2,1591.1,3.73,0.17131,0.157794,20564.6,3245.0,4.45,1980,1982,-3.195892923755025,-0.6754152554018575,-1.6527377805600942,-0.05928710772537386,0.04361904288496953,-2.6206761961593656,-0.4627447296627249,-1.956556832066517,-0.06347305475652121,0.030038358082427996,-1.4557816405205808,-1.46326253251067,-1.4927234995012064,-1.76428049823977,-1.7902145083685819,-1.8041146002589472,-0.007480891990089278,-0.03694185898062563,-0.025934010128811913,-0.03983410201917725
89,0.234908,0.210217,6027.0,1267.0,3.59,0.190989,0.17434,17319.6,3019.5,4.19,1980,1982,-3.195892923755025,-0.6754152554018575,-1.5668213591633617,-0.050374941648108594,0.04865209886330305,-2.6206761961593656,-0.4627447296627249,-1.8473258065655491,-0.0626267884009231,0.03348256921732635,-1.4485613308516467,-1.4058284396155991,-1.4386888093951933,-1.655539444217005,-1.6832012729613406,-1.6986951554022258,0.04273289123604762,0.009872521456453454,-0.027661828744335537,-0.04315571118522077
90,0.240424,0.214623,4760.0,1021.6,3.41,0.193397,0.176345,14300.1,2521.7,3.97,1980,1982,-3.195892923755025,-0.6754152554018575,-1.51724475969952,-0.047550342571601636,0.053568848408899444,-2.6206761961593656,-0.4627447296627249,-1.7537654892331211,-0.054410122945062894,0.024376759917001264,-1.4253512476934789,-1.365278956352811,-1.4014601737824912,-1.6430102079757045,-1.6111741752008903,-1.6224543923787362,0.06007229134066794,0.02389107391098766,0.03183603277481417,0.020555815596968285
91,0.258825,0.229168,3738.4,856.7,3.2,0.213316,0.192757,11778.3,2270.4,3.71,1980,1982,-3.195892923755025,-0.6754152554018575,-1.4358931034595144,-0.04150284147376154,0.03216984971879668,-2.6206761961593656,-0.4627447296627249,-1.6543264195521779,-0.045004904168038415,0.033939415096972264,-1.3516031213299602,-1.3032544660777932,-1.3249824733418536,-1.5449806445974892,-1.5363831384885662,-1.5520884239525257,0.04834865525216703,0.026620647988106594,0.008597506108922959,-0.007107779355036481
