age,mx_m,qx_m,lx_m,dx_m,ex_m,mx_f,qx_f,lx_f,dx_f,ex_f,year_start,year_end,k1t_m,k2t_m,ax_m,b1x_m,b2x_m,k1t_f,k2t_f,ax_f,b1x_f,b2x_f,log_mx_m,log_M1x_m,log_M2x_m,log_mx_f,log_M1x_f,log_M2x_f,E1x_m,E2x_m,E1x_f,E2x_f
26,0.000804,0.000803,98480.7,79.1,51.51,0.000348,0.000348,99051.5,34.4,55.61,2003,2005,1.8734544725460864,0.013308674983287527,-7.060210997021161,-0.02030619000000552,0.1937518075526792,1.5362584598175886,0.009118122751974822,-7.9495236064741475,-0.046265564709972104,0.05235978603932754,-7.125911288785308,-7.098253719497042,-7.095675139662899,-7.9633080781898,-8.02059947165808,-8.020122048701706,0.027657569288265904,0.030236149122409017,-0.05729139346828038,-0.0568139705119064
27,0.000825,0.000825,98401.6,81.1,50.55,0.000364,0.000364,99017.1,36.0,54.63,2003,2005,1.8734544725460864,0.013308674983287527,-7.042828005595709,-0.012330820304120114,0.2375752429354288,1.5362584598175886,0.009118122751974822,-7.902753458148237,-0.047240981195269836,0.12692039439813543,-7.100127171629593,-7.065929236044624,-7.062767424352321,-7.918356690327533,-7.975327815159554,-7.974170539423703,0.03419793558496842,0.03735974727727154,-0.05697112483202105,-0.05581384909616993
28,0.000828,0.000828,98320.5,81.4,49.59,0.000377,0.000377,98981.0,37.3,53.65,2003,2005,1.8734544725460864,0.013308674983287527,-7.0167071694641345,-0.014703757605798513,0.18878509370181404,1.5362584598175886,0.009118122751974822,-7.850539244481397,-0.044052522775225006,0.027228605254334043,-7.096497403579014,-7.044253989913951,-7.041741510460184,-7.883265370516264,-7.9182153052711435,-7.91796703150607,0.05224341366506291,0.05475589311882967,-0.03494993475487984,-0.034701660989806093
29,0.000908,0.000908,98239.1,89.2,48.63,0.000408,0.000408,98943.7,40.4,52.67,2003,2005,1.8734544725460864,0.013308674983287527,-6.9893863660772295,-0.0009725523324474235,0.22718695798650324,1.5362584598175886,0.009118122751974822,-7.795770294215776,-0.04785753847777876,0.02256820604416107,-7.004266179362981,-6.991208398594238,-6.988184841209954,-7.804243383560112,-7.86929184256831,-7.869086062895307,0.013057780768742866,0.016081338153027147,-0.06504845900819767,-0.06484267933519483
30,0.000966,0.000965,98149.9,94.7,47.68,0.00045,0.00045,98903.3,44.5,51.69,2003,2005,1.8734544725460864,0.013308674983287527,-6.9498661748665524,0.004841581955984763,0.15256273557609548,1.5362584598175886,0.009118122751974822,-7.710839930695568,-0.03983124417147263,0.008826379404170895,-6.942346723751756,-6.940795691496914,-6.938765283634571,-7.706262975199909,-7.772031016519053,-7.77195053650819,0.0015510322548415445,0.0035814401171849752,-0.06576804131914393,-0.06568756130828124
31,0.000998,0.000997,98055.1,97.8,46.72,0.000456,0.000456,98858.8,45.1,50.71,2003,2005,1.8734544725460864,0.013308674983287527,-6.914414356223507,0.001664235423684556,0.18196923544958746,1.5362584598175886,0.009118122751974822,-7.6354491330682865,-0.05705260664481032,0.044329510655723325,-6.90975728165281,-6.911296486925636,-6.90887471751408,-7.693017748449888,-7.723096682681022,-7.722692480761328,-0.0015392052728255834,0.0008825641387302241,-0.030078934231133836,-0.02967473231143991
32,0.001083,0.001083,97957.3,106.0,45.77,0.000489,0.000489,98813.7,48.3,49.74,2003,2005,1.8734544725460864,0.013308674983287527,-6.85816149192832,0.004360409666987813,0.14055198194342544,1.5362584598175886,0.009118122751974822,-7.552994407945814,-0.04817372030138486,-0.02169916988346558,-6.828020310963283,-6.849992462935568,-6.848121902289626,-7.623148068489402,-7.627001693299703,-7.627199548994317,-0.021972151972285303,-0.020101591326342927,-0.0038536248103007154,-0.004051480504914551
33,0.001133,0.001133,97851.3,110.8,44.82,0.000521,0.000521,98765.4,51.5,48.76,2003,2005,1.8734544725460864,0.013308674983287527,-6.820915465771662,0.006000606742825858,0.1305046159944066,1.5362584598175886,0.009118122751974822,-7.476596749486736,-0.04808510636830821,0.004029227204411135,-6.782886296936268,-6.809673602231325,-6.807936758713237,-7.559760516210908,-7.550467900936278,-7.550431161948032,-0.02678730529505735,-0.025050461776968902,0.009292615274629767,0.009329354262875178
34,0.001127,0.001127,97740.5,110.1,43.87,0.0006,0.0006,98713.9,59.2,47.79,2003,2005,1.8734544725460864,0.013308674983287527,-6.783391605877742,0.008959671999059829,0.07579517276671885,1.5362584598175886,0.009118122751974822,-7.380342090989289,-0.04510673467566507,-0.06081013550311701,-6.788196043924498,-6.766606068298557,-6.765597334978903,-7.418580902748128,-7.449637693729526,-7.450192168009608,0.02158997562594056,0.022598708945595014,-0.03105679098139813,-0.03161126526148017
35,0.001243,0.001242,97630.3,121.2,42.92,0.000609,0.000609,98654.7,60.1,46.81,2003,2005,1.8734544725460864,0.013308674983287527,-6.719284969583359,0.009442335043380403,0.022048731638793517,1.5362584598175886,0.009118122751974822,-7.2882266968077225,-0.053565198962178096,-0.0003010536205307124,-6.690227466453563,-6.701595184765059,-6.701301745361885,-7.403692290254377,-7.370516686865181,-7.370519431909048,-0.011367718311496411,-0.011074278908322022,0.03317560338919634,0.03317285834532946
36,0.0013,0.001299,97509.1,126.7,41.97,0.00069,0.00069,98594.6,68.0,45.84,2003,2005,1.8734544725460864,0.013308674983287527,-6.669817538443443,0.003614464631851368,0.044346255284562125,1.5362584598175886,0.009118122751974822,-7.212720125967629,-0.052932683430622116,0.04492878495395868,-6.645391014514646,-6.663046003513041,-6.6624558136147325,-7.278818960372969,-7.294038408688769,-7.293628742512461,-0.017654988998394572,-0.01706479910008607,-0.015219448315799688,-0.014809782139492356
37,0.001385,0.001384,97382.4,134.8,41.02,0.000753,0.000752,98526.6,74.1,44.87,2003,2005,1.8734544725460864,0.013308674983287527,-6.600449722419886,-0.003933465982690122,0.03198661075602443,1.5362584598175886,0.009118122751974822,-7.1280002480206095,-0.049743792987242456,-0.01082066673675635,-6.5820551393428355,-6.6078188918577645,-6.607393192451395,-7.19144533016438,-7.204419570820676,-7.20451823498824,-0.025763752514929017,-0.025338053108559855,-0.0129742406562956,-0.013072904823859588
38,0.001372,0.001371,97247.6,133.4,40.08,0.000828,0.000827,98452.4,81.5,43.91,2003,2005,1.8734544725460864,0.013308674983287527,-6.540442456971964,-0.00670699932392473,0.01822037683877932,1.5362584598175886,0.009118122751974822,-7.030605636212642,-0.05507932073374422,-0.01804022064483475,-6.591485749678443,-6.553007714852734,-6.552765225779314,-7.096497403579014,-7.115221708650863,-7.115386201597175,0.038478034825708995,0.038720523899129056,-0.0187243050718493,-0.018888798018161346
39,0.001527,0.001526,97114.3,148.2,39.13,0.000886,0.000886,98371.0,87.1,42.94,2003,2005,1.8734544725460864,0.013308674983287527,-6.4483449397569155,-0.012714616830311465,0.0316036264577832,1.5362584598175886,0.009118122751974822,-6.932852467082524,-0.06218538627225021,-0.013973916519486944,-6.484450252745642,-6.472165195524372,-6.471744593131552,-7.0287936073591935,-7.0283852928202935,-7.028512708706444,0.012285057221269824,0.012705659614089981,0.0004083145389000009,0.000280898652749606
40,0.001651,0.001649,96966.1,159.9,38.19,0.000961,0.000961,98283.8,94.4,41.98,2003,2005,1.8734544725460864,0.013308674983287527,-6.358347546795789,-0.02368098285825894,-0.022589128837336585,1.5362584598175886,0.009118122751974822,-6.838069016310077,-0.05533196158755926,-0.02986804415277825,-6.406374114044146,-6.402712790045881,-6.403013421419733,-6.947536148993982,-6.923073210397266,-6.923345550890213,0.0036613239982647983,0.003360692624412742,0.024462938596715667,0.024190598103769112
41,0.001749,0.001748,96806.1,169.2,37.25,0.001021,0.00102,98189.4,100.2,41.02,2003,2005,1.8734544725460864,0.013308674983287527,-6.271156515352886,-0.02890162248523027,-0.009008133591961445,1.5362584598175886,0.009118122751974822,-6.742451263250261,-0.05929017038263395,-0.0029401872267795365,-6.348711082945672,-6.3253023892616795,-6.325422275583861,-6.886972739799608,-6.833536289084608,-6.833563098072656,0.023408693683992787,0.02328880736181116,0.05343645071500003,0.05340964172695273
42,0.001901,0.001899,96636.9,183.5,36.32,0.001176,0.001175,98089.2,115.3,40.06,2003,2005,1.8734544725460864,0.013308674983287527,-6.194341918806549,-0.034033933464448864,-0.03859285750670713,1.5362584598175886,0.009118122751974822,-6.639605799726529,-0.065538791049437,0.011304352111275071,-6.265375215475845,-6.2581029436738564,-6.258616563471089,-6.745636429505702,-6.740290321922444,-6.740187247452262,0.007272271801988417,0.006758652004755561,0.005346107583258153,0.00544918205344036
43,0.002171,0.002169,96453.4,209.2,35.39,0.001315,0.001314,97974.0,128.7,39.11,2003,2005,1.8734544725460864,0.013308674983287527,-6.09955291599393,-0.039015657351380004,-0.016664400262635316,1.5362584598175886,0.009118122751974822,-6.530649505248857,-0.06611235353639332,0.0272369810013409,-6.132567388085982,-6.172646973758198,-6.1728687548450845,-6.633918613352409,-6.632215167667593,-6.6319668175314295,-0.040079585672216034,-0.040301366759102564,0.0017034456848161739,0.001951795820979818
44,0.002209,0.002206,96244.2,212.4,34.46,0.00148,0.001479,97845.3,144.7,38.16,2003,2005,1.8734544725460864,0.013308674983287527,-6.016355972685208,-0.050243406612005145,-0.07707886718338587,1.5362584598175886,0.009118122751974822,-6.436378986141131,-0.07154973779555468,0.005419122778147594,-6.115215354544157,-6.11048470751842,-6.111510525109844,-6.515713191206113,-6.546297876127282,-6.546248463900583,0.004730647025736445,0.0037048294343131616,-0.030584684921168837,-0.030535272694470095
45,0.002398,0.002395,96031.8,230.0,33.54,0.001545,0.001544,97700.5,150.8,37.21,2003,2005,1.8734544725460864,0.013308674983287527,-5.902091205494697,-0.05971916378839394,-0.0825104718762084,1.5362584598175886,0.009118122751974822,-6.332738432812223,-0.08123014473540596,-0.03424043397877283,-6.033120222376815,-6.013972339990776,-6.015070445043694,-6.472731368632428,-6.457528929854198,-6.457841138334297,0.01914788238603915,0.018049777333120964,0.015202438778230132,0.01489023029813108
46,0.002665,0.002661,95801.8,255.0,32.62,0.001741,0.00174,97549.7,169.7,36.27,2003,2005,1.8734544725460864,0.013308674983287527,-5.807256548557679,-0.06774937959546665,-0.06389387818093734,1.5362584598175886,0.009118122751974822,-6.241287526907504,-0.0783312096791058,-0.021572604218682186,-5.927551221364329,-5.934181926773029,-5.935032269631161,-6.353295618196085,-6.361624510444776,-6.361821212098122,-0.006630705408699811,-0.0074810482668317135,-0.008328892248691488,-0.008525593902037443
47,0.002973,0.002969,95546.9,283.7,31.7,0.001983,0.001981,97380.0,193.0,35.33,2003,2005,1.8734544725460864,0.013308674983287527,-5.71038312817003,-0.07172387230077511,-0.04835328149971029,1.5362584598175886,0.009118122751974822,-6.1354199470190975,-0.08532357363070821,0.004924006481560987,-5.818183734966176,-5.844754537520242,-5.845398055628097,-6.223144429444478,-6.266499008831142,-6.266454111135611,-0.02657080255406541,-0.027214320661920866,-0.04335457938666387,-0.043309681691133584
48,0.003326,0.00332,95263.2,316.3,30.8,0.00219,0.002188,97187.0,212.6,34.4,2003,2005,1.8734544725460864,0.013308674983287527,-5.617968024502403,-0.07692679043547555,-0.07316081168344225,1.5362584598175886,0.009118122751974822,-6.039843566543508,-0.08359999448413413,-0.052622804310606834,-5.705984898211401,-5.76208686410236,-5.763060537566568,-6.123853735153728,-6.168274765310463,-6.168754586499721,-0.05610196589095917,-0.05707563935516724,-0.0444210301567356,-0.044900851345992976
49,0.003556,0.00355,94946.9,337.0,29.9,0.002315,0.002312,96974.4,224.2,33.48,2003,2005,1.8734544725460864,0.013308674983287527,-5.509065801690927,-0.0842463327344147,-0.05425235409762344,1.5362584598175886,0.009118122751974822,-5.950208473410837,-0.09503116563716624,-0.05769548003052061,-5.639118961330479,-5.666897470547822,-5.667619497495585,-6.06834559144394,-6.09620090556726,-6.096726980036412,-0.027778509217342595,-0.028500536165106283,-0.027855314123319985,-0.028381388592472412
50,0.003969,0.003961,94609.9,374.7,29.0,0.002639,0.002635,96750.2,254.9,32.55,2003,2005,1.8734544725460864,0.013308674983287527,-5.404410193299023,-0.08814213621887781,-0.06760021220012134,1.5362584598175886,0.009118122751974822,-5.826244719817301,-0.08632858935298528,-0.04129096028729886,-5.5292411051812085,-5.569540472618047,-5.570440141871019,-5.93735522146095,-5.958867745534943,-5.959244241579389,-0.040299367436838374,-0.04119903668981095,-0.021512524073992623,-0.021889020118439184
51,0.004323,0.004313,94235.1,406.5,28.11,0.002808,0.002804,96495.2,270.6,31.64,2003,2005,1.8734544725460864,0.013308674983287527,-5.30481220358798,-0.09056115064535913,-0.08902058603804863,1.5362584598175886,0.009118122751974822,-5.75485982246508,-0.09373463491671408,-0.007329270521168278,-5.443805673296643,-5.474474396303449,-5.47565914234985,-5.875282792818572,-5.898860448333795,-5.898927277522089,-0.030668723006805898,-0.03185346905320774,-0.02357765551522295,-0.02364448470351732
52,0.00475,0.004738,93828.7,444.6,27.23,0.003036,0.003032,96224.6,291.7,30.73,2003,2005,1.8734544725460864,0.013308674983287527,-5.202279775356786,-0.09555418123397263,-0.07753032063768803,1.5362584598175886,0.009118122751974822,-5.647567162956197,-0.10087308783218885,-0.04695051069241465,-5.349610660935587,-5.3812961835600515,-5.382328009398768,-5.797214419448753,-5.8025342975063205,-5.802962398026082,-0.03168552262446411,-0.03271734846318086,-0.005319878057567173,-0.005747978577328894
53,0.00503,0.005017,93384.1,468.5,26.36,0.003292,0.003287,95932.9,315.3,29.82,2003,2005,1.8734544725460864,0.013308674983287527,-5.089313707985459,-0.10459995145582897,-0.08222089505994114,1.5362584598175886,0.009118122751974822,-5.564192085471745,-0.10531256803217923,-0.07546077111171838,-5.292335294870489,-5.285276954868485,-5.286371206037673,-5.716259996167314,-5.725979409036295,-5.72666746961025,0.007058340002004115,0.005964088832816294,-0.009719412868981259,-0.010407473442936244
54,0.005507,0.005492,92915.6,510.3,25.49,0.003544,0.003538,95617.6,338.3,28.91,2003,2005,1.8734544725460864,0.013308674983287527,-4.991986398067663,-0.11166564095206317,-0.08509569516351538,1.5362584598175886,0.009118122751974822,-5.46382584963811,-0.10192329391331768,-0.0947260959315616,-5.201735268701793,-5.201186892539031,-5.202319403488439,-5.642499246239303,-5.6204063721649185,-5.621270096335437,0.0005483761627615991,-0.0005841347866466506,0.022092874074384206,0.021229149903865263
55,0.006072,0.006053,92405.3,559.4,24.63,0.003903,0.003896,95279.3,371.2,28.02,2003,2005,1.8734544725460864,0.013308674983287527,-4.884215493005489,-0.11104571832819901,-0.0970819320402771,1.5362584598175886,0.009118122751974822,-5.3704195232495096,-0.113872689496024,-0.0636470377997381,-5.104067238888808,-5.092254590664546,-5.09354662254482,-5.54600979078366,-5.545357405829958,-5.545937747333416,0.011812648224261757,0.010520616343987932,0.000652384953701457,7.20434502436973e-05
56,0.006476,0.006455,91845.9,592.9,23.78,0.004279,0.00427,94908.1,405.3,27.12,2003,2005,1.8734544725460864,0.013308674983287527,-4.77825303688903,-0.11714344487599325,-0.08901687628964526,1.5362584598175886,0.009118122751974822,-5.275841718842147,-0.11518365587057712,-0.10669198294344043,-5.039652243166748,-4.9977159476214155,-4.998900644295982,-5.454035941547457,-5.452793584606039,-5.453766415203169,0.04193629554533285,0.040751598870766514,0.0012423569414181657,0.000269526344288451
57,0.00729,0.007263,91253.1,662.8,22.93,0.004643,0.004632,94502.9,437.8,26.24,2003,2005,1.8734544725460864,0.013308674983287527,-4.669792075665098,-0.12450187334296801,-0.05844818370974886,1.5362584598175886,0.009118122751974822,-5.174181223049144,-0.11868362756111352,-0.0415938239736987,-4.92125173296157,-4.903040667119848,-4.903818535000204,-5.372394569944352,-5.356509949931745,-5.356889207524461,0.018211065841722274,0.017433197961365998,0.015884620012607265,0.015505362419890645
58,0.007809,0.007778,90590.3,704.6,22.09,0.005045,0.005032,94065.1,473.3,25.36,2003,2005,1.8734544725460864,0.013308674983287527,-4.573741818447654,-0.12804231512995562,-0.07407632383030509,1.5362584598175886,0.009118122751974822,-5.089003684126101,-0.12658984731249803,-0.05679089645287278,-4.852478364301599,-4.813623266403025,-4.814609124120839,-5.289357625176565,-5.283478407986943,-5.283996234351995,0.03885509789857444,0.03786924018076032,0.0058792171896220324,0.005361390824569767
59,0.008772,0.008734,89885.7,785.0,21.26,0.005654,0.005638,93591.8,527.7,24.48,2003,2005,1.8734544725460864,0.013308674983287527,-4.4719163607416,-0.13360157401476797,-0.0594245041663108,1.5362584598175886,0.009118122751974822,-4.978628699013323,-0.12566184215232082,-0.05199833352847256,-4.736190448426496,-4.7222128271187644,-4.723003688530757,-5.175392019710738,-5.171677767096089,-5.1721518942841,0.01397762130773117,0.013186759895738476,0.003714252614649638,0.0032401254266387625
60,0.010134,0.010083,89100.6,898.4,20.44,0.006163,0.006144,93064.1,571.8,23.62,2003,2005,1.8734544725460864,0.013308674983287527,-4.35793452970522,-0.13220772503899345,-0.040875737913010184,1.5362584598175886,0.009118122751974822,-4.8748821909908635,-0.13039377223368695,-0.01903772637742271,-4.5918591719284185,-4.605619683484666,-4.606163685395252,-5.089191607002031,-5.075200726692393,-5.075374315018421,-0.013760511556247579,-0.01430451346683359,0.013990880309638243,0.013817291983610147
61,0.010938,0.010878,88202.2,959.5,19.65,0.006795,0.006772,92492.3,626.3,22.76,2003,2005,1.8734544725460864,0.013308674983287527,-4.258323182216679,-0.13483536076036592,-0.026866263799264458,1.5362584598175886,0.009118122751974822,-4.779475826364125,-0.126289321611661,-0.012395349225763908,-4.515512314057556,-4.510931091890551,-4.511288646263471,-4.99156823137903,-4.973488865074664,-4.973601887390458,0.004581222167004739,0.004223667794085451,0.018079366304365685,0.01796634398857133
62,0.012518,0.01244,87242.7,1085.3,18.86,0.007449,0.007422,91866.0,681.8,21.91,2003,2005,1.8734544725460864,0.013308674983287527,-4.154878621092748,-0.1346585350481046,-0.013872868647558061,1.5362584598175886,0.009118122751974822,-4.689871449831292,-0.13321135738277534,0.013064730039426944,-4.380587670479628,-4.407155255845123,-4.407339885345039,-4.899675483787997,-4.894518524554365,-4.894399398742144,-0.02656758536549564,-0.026752214865411794,0.005156959233632463,0.005276085045853307
63,0.013455,0.013365,86157.4,1151.5,18.09,0.008128,0.008095,91184.2,738.1,21.07,2003,2005,1.8734544725460864,0.013308674983287527,-4.054145496024396,-0.13657282091863854,-0.015680935881966368,1.5362584598175886,0.009118122751974822,-4.594576083276319,-0.13046937468465136,-0.015432873353928084,-4.308404494803268,-4.310008458202655,-4.310217150681742,-4.812440388146011,-4.7950107638827255,-4.795151482716382,-0.001603963399387176,-0.0018126558784743452,0.017429624263285426,0.017288905429628798
64,0.015051,0.014939,85005.9,1269.9,17.33,0.009177,0.009135,90446.1,826.3,20.24,2003,2005,1.8734544725460864,0.013308674983287527,-3.9485504453265063,-0.13736446436865765,-0.0062527958605994765,1.5362584598175886,0.009118122751974822,-4.49228361859087,-0.12800050982925829,0.026362336193549017,-4.1963108448119115,-4.205896515466866,-4.205979731894711,-4.691054925145261,-4.688925484677032,-4.68868510965959,-0.009585670654954193,-0.009668887082799671,0.002129440468229049,0.0023698154856708342
65,0.016178,0.016048,83736.0,1343.8,16.58,0.010052,0.010002,89619.8,896.4,19.42,2003,2005,1.8734544725460864,0.013308674983287527,-3.848881503979518,-0.1387074053299573,0.01856190767144501,1.5362584598175886,0.009118122751974822,-4.395412516206216,-0.12876219247197385,0.07329108717624287,-4.124102984386376,-4.1087435128701895,-4.108496478473921,-4.599983659300792,-4.593224523695946,-4.592556246566447,0.015359471516186218,0.015606505912455049,0.006759135604845312,0.00742741273434433
66,0.017814,0.017657,82392.2,1454.8,15.85,0.011121,0.01106,88723.4,981.2,18.61,2003,2005,1.8734544725460864,0.013308674983287527,-3.7545788708606933,-0.13550920652847429,0.02542173951920198,1.5362584598175886,0.009118122751974822,-4.300857622888303,-0.12447515462048703,0.08221195766212558,-4.027770613972459,-4.008449199902635,-4.008110870233864,-4.498920066145432,-4.492083632211129,-4.491334013489485,0.01932141406982435,0.019659743738595026,0.006836433934303443,0.007586052655947029
67,0.019771,0.019577,80937.4,1584.5,15.12,0.012186,0.012112,87742.2,1062.7,17.82,2003,2005,1.8734544725460864,0.013308674983287527,-3.650580640695826,-0.13681206801193116,0.05368145607202111,1.5362584598175886,0.009118122751974822,-4.202403501902102,-0.12543157563945345,0.0966400853767005,-3.9235390613893935,-3.9068918214110577,-3.9061773923595657,-4.407467527155834,-4.395098821106463,-4.394217644945237,0.016647239978335726,0.01736166902982772,0.012368706049371347,0.013249882210597086
68,0.021677,0.021444,79352.9,1701.7,14.41,0.013448,0.013359,86679.5,1157.9,17.03,2003,2005,1.8734544725460864,0.013308674983287527,-3.554801684422628,-0.13380485746730458,0.036463011105254337,1.5362584598175886,0.009118122751974822,-4.106794903517439,-0.1199782737932944,0.11635638261305417,-3.8315034883693504,-3.805478993093141,-3.804993718729429,-4.308924882875822,-4.291112541626699,-4.2900515898470575,0.026024495276209425,0.026509769639921466,0.017812341249123342,0.018873293028764948
69,0.024019,0.023734,77651.2,1843.0,13.72,0.014906,0.014795,85521.6,1265.3,16.25,2003,2005,1.8734544725460864,0.013308674983287527,-3.4563096106148112,-0.1325990479249355,0.05729220998967573,1.5362584598175886,0.009118122751974822,-4.005217460642368,-0.11969559088301707,0.12593030647804135,-3.72891009517029,-3.7047278900051346,-3.7039654066033076,-4.205991462522635,-4.189100824739268,-4.187952576746607,0.024182205165155235,0.024944688566982176,0.016890637783367524,0.0180388857760283
70,0.026268,0.025927,75808.2,1965.5,13.04,0.016152,0.016022,84256.2,1350.0,15.49,2003,2005,1.8734544725460864,0.013308674983287527,-3.3608897809807887,-0.1340979410397251,0.0696694125875111,1.5362584598175886,0.009118122751974822,-3.9001780544562425,-0.1188548555867635,0.12736071864818835,-3.639403810653411,-3.612116168380883,-3.611188960812479,-4.1257113979716005,-4.082769831841806,-4.081608541175392,0.02728764227252789,0.02821484984093159,0.042941566129794495,0.044102856796208734
71,0.029837,0.029399,73842.7,2170.9,12.37,0.018177,0.018013,82906.3,1493.4,14.73,2003,2005,1.8734544725460864,0.013308674983287527,-3.2601401657456677,-0.12924764231399274,0.0847137663394523,1.5362584598175886,0.009118122751974822,-3.8054228537608044,-0.11396755621561468,0.16321212487991826,-3.5120060448937083,-3.5022797393048544,-3.5011523113220324,-4.007598220351175,-3.980506476141779,-3.9790182879525133,0.0097263055888539,0.01085373357167585,0.027091744209396307,0.028579932398661967
72,0.032954,0.03242,71671.8,2323.6,11.73,0.020778,0.020564,81412.9,1674.2,14.0,2003,2005,1.8734544725460864,0.013308674983287527,-3.1582869480088704,-0.12917550417681253,0.07785429470490712,1.5362584598175886,0.009118122751974822,-3.69283847312084,-0.11382504533670988,0.16046870544208688,-3.4126426293468977,-3.4002913740523155,-3.3992552365480346,-3.8738605443337972,-3.867703161958481,-3.8662399886044096,0.012351255294582142,0.01338739279886303,0.006157382375316267,0.007620555729387579
73,0.036521,0.035866,69348.3,2487.3,11.11,0.023086,0.022823,79738.7,1819.9,13.28,2003,2005,1.8734544725460864,0.013308674983287527,-3.062468903505389,-0.1277489312722218,0.08706708085806715,1.5362584598175886,0.009118122751974822,-3.5881278445021545,-0.11034208730999877,0.16088126187844518,-3.3098678413739586,-3.3018007101603155,-3.300641962679432,-3.7685289057894167,-3.757641809606071,-3.7561748745117707,0.008067131213643108,0.009225878694526735,0.010887096183345601,0.012354031277646005
74,0.041076,0.04025,66861.0,2691.1,10.5,0.026262,0.025922,77918.9,2019.8,12.58,2003,2005,1.8734544725460864,0.013308674983287527,-2.9609420472811774,-0.12470712648450719,0.0920264259208953,1.5362584598175886,0.009118122751974822,-3.4839242293175423,-0.10578418493725274,0.13920277009723656,-3.1923312696460884,-3.194575171151948,-3.193350421359493,-3.639632251545324,-3.646436078342305,-3.6451668103971437,-0.0022439015058597356,-0.0010191517134048311,-0.006803826796981216,-0.00553455885181986
75,0.04528,0.044278,64169.9,2841.3,9.92,0.0297,0.029266,75899.1,2221.2,11.9,2003,2005,1.8734544725460864,0.013308674983287527,-2.8687869349655406,-0.12065153381420332,0.08139994736007578,1.5362584598175886,0.009118122751974822,-3.380546320093034,-0.10449349838072318,0.1311278740301057,-3.0948898450872093,-3.094822090609305,-3.093738765166233,-3.516608233173483,-3.541075340976356,-3.5398797009247436,6.775447790419165e-05,0.0011510799209761835,-0.024467107802872867,-0.023271467751260655
76,0.050693,0.04944,61328.6,3032.1,9.36,0.033304,0.032759,73677.8,2413.6,11.24,2003,2005,1.8734544725460864,0.013308674983287527,-2.76893578455591,-0.11693223407123204,0.0717968429226935,1.5362584598175886,0.009118122751974822,-3.273705535388496,-0.09931607776217088,0.12124563990576025,-2.981967444978278,-2.9880030014614656,-2.9870474806141813,-3.4020777690894626,-3.4262807000465325,-3.42517516741873,-0.006035556483187765,-0.005080035635903535,-0.024202930957069935,-0.02309739832926727
77,0.056798,0.055229,58296.5,3219.7,8.82,0.037148,0.036471,71264.2,2599.1,10.61,2003,2005,1.8734544725460864,0.013308674983287527,-2.674270636444031,-0.11288458558943196,0.0697261900941748,1.5362584598175886,0.009118122751974822,-3.170468472111881,-0.096231242460379,0.11241560502755572,-2.8682541651425684,-2.8857547681980638,-2.8848268049962775,-3.292845345068375,-3.318304532440396,-3.317279513154517,-0.01750060305549539,-0.01657263985370916,-0.02545918737202113,-0.024434168086142183
78,0.06249,0.060596,55076.8,3337.5,8.31,0.041771,0.040917,68665.1,2809.5,9.99,2003,2005,1.8734544725460864,0.013308674983287527,-2.5792470190319774,-0.11014240071415098,0.07084957801983541,1.5362584598175886,0.009118122751974822,-3.0621018701742293,-0.09249393683823251,0.09939837364672868,-2.7727487350411466,-2.7855937922668668,-2.784650878260298,-3.175552960132381,-3.2041964631237976,-3.2032901365515403,-0.012845057225720158,-0.011902143219151284,-0.028643502991416714,-0.027737176419159404
79,0.070021,0.067653,51739.4,3500.3,7.81,0.046541,0.045483,65855.6,2995.3,9.39,2003,2005,1.8734544725460864,0.013308674983287527,-2.480071446549155,-0.10531954031672851,0.06395333756747715,1.5362584598175886,0.009118122751974822,-2.951180953868906,-0.0908919307950175,0.06626136926435258,-2.65896008192378,-2.677382810402028,-2.6765316762182456,-3.0674216344458363,-3.0908144514819065,-3.0902102721832403,-0.018422728478247663,-0.01757159429446542,-0.023392817036070213,-0.022788637737404027
80,0.076996,0.074142,48239.1,3576.5,7.34,0.05208,0.050759,62860.3,3190.7,8.82,2003,2005,1.8734544725460864,0.013308674983287527,-2.384018382521401,-0.10150530361389004,0.04717536747023322,1.5362584598175886,0.009118122751974822,-2.835672585041638,-0.08926681014135424,0.06160346600722129,-2.564001806529748,-2.574183947563992,-2.573556105931113,-2.954974281081823,-2.972809477302224,-2.9722477693372227,-0.010182141034243752,-0.009554299401365096,-0.01783519622040064,-0.01727348825539954
81,0.086148,0.082591,44662.5,3688.7,6.89,0.05858,0.056913,59669.6,3396.0,8.26,2003,2005,1.8734544725460864,0.013308674983287527,-2.2939513637047164,-0.09484331060407067,0.04153344814943544,1.5362584598175886,0.009118122751974822,-2.727734010757706,-0.08516605249335966,0.056648618449478015,-2.4516885315997907,-2.4716359881469905,-2.4710832329846344,-2.83736193758255,-2.8585710793898986,-2.8580545503331467,-0.01994745654719976,-0.01939470138484367,-0.021209141807348786,-0.02069261275059686
82,0.094668,0.090389,40973.8,3703.6,6.46,0.06586,0.06376,56273.6,3588.0,7.73,2003,2005,1.8734544725460864,0.013308674983287527,-2.1963141809504974,-0.09132641485454064,0.04258033401439624,1.5362584598175886,0.009118122751974822,-2.6125651659228737,-0.08464907405028782,0.05817012299432643,-2.357379245081184,-2.367410061321336,-2.3668433734952585,-2.720224002033919,-2.742608022048354,-2.7420776197263943,-0.010030816240151896,-0.009464128414074402,-0.02238402001443518,-0.021853617692475513
